timestamp,sxr_flux,hxr_flux
2026-06-30 13:16:00+00:00,3.947808363591321e-05,3.3527985578984953e-06
2026-06-30 13:17:00+00:00,3.8471476727863774e-05,3.1813592613616493e-06
2026-06-30 13:18:00+00:00,3.744590139831416e-05,3.014768253706279e-06
2026-06-30 13:19:00+00:00,3.6308993003331125e-05,2.836695330188377e-06
2026-06-30 13:20:00+00:00,3.510195165290497e-05,2.662041197254439e-06
2026-06-30 13:21:00+00:00,3.394519808352925e-05,2.5091915176744806e-06
2026-06-30 13:22:00+00:00,3.2732456020312384e-05,2.3558418433822226e-06
2026-06-30 13:23:00+00:00,3.137154271826148e-05,2.181021727665211e-06
2026-06-30 13:24:00+00:00,3.0051380235818215e-05,2.025839648922556e-06
2026-06-30 13:25:00+00:00,2.896064324886538e-05,1.9038737946175388e-06
2026-06-30 13:26:00+00:00,2.8045091312378645e-05,1.8110081327904481e-06
2026-06-30 13:27:00+00:00,2.7397527446737513e-05,1.8139712665288243e-06
2026-06-30 13:28:00+00:00,2.630584640428424e-05,1.640455479900993e-06
2026-06-30 13:29:00+00:00,2.548881820985116e-05,1.6331704273397918e-06
2026-06-30 13:30:00+00:00,2.4619281248305924e-05,1.5827959032321814e-06
2026-06-30 13:31:00+00:00,2.332573421881534e-05,1.3914841474615969e-06
2026-06-30 13:32:00+00:00,2.1620475308736786e-05,1.17849481284793e-06
2026-06-30 13:33:00+00:00,2.0135054001002572e-05,1.0441860922583146e-06
2026-06-30 13:34:00+00:00,1.8865599486161955e-05,9.420764399692416e-07
2026-06-30 13:35:00+00:00,1.7745207514963113e-05,8.577595167480467e-07
2026-06-30 13:36:00+00:00,1.6756377590354532e-05,7.859232482587686e-07
2026-06-30 13:37:00+00:00,1.5847708709770814e-05,7.175269729486899e-07
2026-06-30 13:38:00+00:00,1.4969025869504549e-05,6.531429335154826e-07
2026-06-30 13:39:00+00:00,1.4136143363430165e-05,5.928771429353219e-07
2026-06-30 13:40:00+00:00,1.3322291124495678e-05,5.383056418395427e-07
2026-06-30 13:41:00+00:00,1.2576966582855675e-05,4.962585080647841e-07
2026-06-30 13:42:00+00:00,1.189806789625436e-05,4.5492095068766503e-07
2026-06-30 13:43:00+00:00,1.1268114576523658e-05,4.1958742258429993e-07
2026-06-30 13:44:00+00:00,1.0651089723978657e-05,3.840233659957448e-07
2026-06-30 13:45:00+00:00,1.0071281394630205e-05,3.524592102621682e-07
2026-06-30 13:46:00+00:00,9.565907930664252e-06,3.263264716224512e-07
2026-06-30 13:47:00+00:00,9.067966857401188e-06,3.01827355997375e-07
2026-06-30 13:48:00+00:00,8.579197128710803e-06,2.806202701322036e-07
2026-06-30 13:49:00+00:00,8.11692007118836e-06,2.5707154804877064e-07
2026-06-30 13:50:00+00:00,7.69091730035143e-06,2.3559124429084477e-07
2026-06-30 13:51:00+00:00,7.309748980333097e-06,2.1775144887214992e-07
2026-06-30 13:52:00+00:00,6.934386874490883e-06,2.0135675526944397e-07
2026-06-30 13:53:00+00:00,6.581746220035711e-06,1.872517572110155e-07
2026-06-30 13:54:00+00:00,6.264549028855981e-06,1.7519633388474176e-07
2026-06-30 13:55:00+00:00,5.96571635469445e-06,1.600191268380513e-07
2026-06-30 13:56:00+00:00,5.696917469322216e-06,1.5033987210699706e-07
