timestamp,sxr_flux,hxr_flux
2026-06-30 13:57:00+00:00,5.4607248785032425e-06,1.4078625554247992e-07
2026-06-30 13:58:00+00:00,5.2551881708495785e-06,1.379679872570705e-07
2026-06-30 13:59:00+00:00,5.014134330849629e-06,1.2790266623596835e-07
2026-06-30 14:00:00+00:00,4.7862854444247205e-06,1.1839004798730457e-07
2026-06-30 14:01:00+00:00,4.584062025969615e-06,1.1373879971188217e-07
2026-06-30 14:02:00+00:00,4.4056519072910305e-06,1.0491470447959728e-07
2026-06-30 14:03:00+00:00,4.248678578733234e-06,1.0240825787377617e-07
2026-06-30 14:04:00+00:00,4.164533493167255e-06,1.0245973669498198e-07
2026-06-30 14:05:00+00:00,4.0680797610548325e-06,9.613881957193371e-08
2026-06-30 14:06:00+00:00,3.8849284464959055e-06,8.777688975669662e-08
2026-06-30 14:07:00+00:00,3.7302520468074363e-06,8.150814068130785e-08
2026-06-30 14:08:00+00:00,3.5738100905291503e-06,7.538302071452563e-08
2026-06-30 14:09:00+00:00,3.4272256925760303e-06,7.102981669504516e-08
2026-06-30 14:10:00+00:00,3.3255125799769303e-06,7.055705708580717e-08
